release_date,original_title,vote_average
2015-03-16,"Knock Knock, It's Tig Notaro",6.7
2006-09-03,Not My Life,3.5
1999-04-06,Un pont entre deux rives,5.0
1997-12-21,Flash,6.2
1945-11-21,"What Next, Corporal Hargrove?",0.0
2009-10-01,Волчок,7.0
2011-09-22,도가니,8.0
2007-01-01,Small Town Folk,2.9
2008-08-08,Snow 2: Brain Freeze,4.4
2006-10-22,Devil's Den,4.8
1955-08-19,Female on the Beach,5.3
2006-10-31,The Pumpkin Karver,3.2
2008-01-01,Cornered!,4.1
1986-05-09,Killer Party,5.0
2014-08-22,Jersey Shore Massacre,3.4
2012-05-01,Rise of the Animals,2.8
2007-10-12,Twitches Too,5.5
2007-09-11,The House of Usher,5.0
2015-08-20,뷰티 인사이드,8.1
2015-07-24,Life,5.9
2007-01-01,Children of God: Lost and Found,6.0
1973-10-01,Pourquoi Israël,10.0
2015-02-04,Papa ou maman,6.1
2016-04-06,Demolition,6.6
2015-09-11,Listening,5.5
2015-09-11,12 Rounds 3: Lockdown,4.6
1990-01-01,La casa 5,6.0
2015-08-24,Eden Lodge,3.7
2013-09-20,Our Man in Tehran,6.5
2015-08-24,Robert the Doll,2.6
2015-01-15,Frau Müller muss weg!,5.9
2011-12-08,Romeos,6.7
2011-08-05,Gun Hill Road,5.3
2005-04-30,Middle Sexes: Redefining He and She,0.0
2015-05-29,American Poltergeist,2.6
2015-06-01,The Cutting Room,4.2
1972-01-01,Asylum of Satan,0.0
1973-01-01,Three on a Meathook,4.0
1974-07-01,The Zebra Killer,0.0
2015-07-29,Listen to Me Marlon,7.1
2010-03-12,El vuelco del cangrejo,6.5
1968-02-20,Nude... si muore,5.4
1995-01-01,Proteus,4.4
2002-11-09,Malefique,6.1
2012-10-24,Stars 80,5.8
2008-01-16,Höhere Gewalt,8.0
1996-03-20,"Beaumarchais, l'insolent",6.6
1967-01-18,La morte viene dal pianeta Aytin,2.8
1967-01-01,Operazione Goldman,0.0
1966-02-24,"A 077, sfida ai killers",4.0
1964-12-30,I lunghi capelli della morte,6.5
1964-06-27,Anthar l'invincibile,3.0
1961-03-01,Il pianeta degli uomini spenti,5.4
1960-08-25,Space Men,3.2
1997-08-25,Virtual Weapon,5.0
1989-10-15,Alien degli abissi,3.3
1985-10-24,Kommando Leopard,6.6
1982-08-11,I cacciatori del cobra d'oro,5.9
1980-08-04,Apocalypse Domani,5.7
1979-12-07,Killer Fish,5.6
1976-10-22,Con la rabbia agli occhi,0.0
1973-04-12,La morte negli occhi del gatto,6.4
1970-02-05,E Dio disse a Caino…,5.1
1968-04-19,Joko invoca Dio... e muori,0.0
2014-11-07,Pelican Dreams,8.0
2013-06-08,ハル,7.0
2015-01-12,Snowdens Store Flugt,8.7
2014-06-04,Tristesse Club,5.7
2015-08-20,Magallanes,9.0
2014-09-25,The Keeping Room,5.2
2005-12-16,Cigarette Burns,7.5
2014-04-25,We Are the Freaks,6.1
2015-09-11,Our Brand Is Crisis,5.8
2015-09-01,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,4.8
2015-08-14,Big Sky,4.0
1998-01-01,L'odore della notte,6.4
2012-01-25,Agneepath,6.3
2012-07-13,Cocktail,6.2
2015-08-27,刺客聶隱娘,6.6
2015-09-15,The Gamechangers,6.7
1980-09-15,Mondo cannibale,4.9
1961-11-16,Ercole al centro della terra,6.3
2015-11-22,High-Rise,5.3
2015-11-20,The Night Before,6.1
2016-06-03,Into the Forest,5.6
2014-09-07,Time Out of Mind,5.6
1948-04-07,Winter Meeting,0.0
2014-08-07,La princesa de Francia,4.0
2012-11-07,Villegas,5.0
1960-02-26,Der schweigende Stern,4.3
2015-08-30,Chain of Command,5.3
2015-03-18,Un Homme idéal,7.0
2014-09-11,The Editor,6.3
2007-04-25,On Broadway,0.0
2015-09-10,Everest,6.7
2013-10-26,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,7.3
2012-10-13,劇場版 魔法少女まどか☆マギカ[後編] 永遠の物語,8.0
1988-02-11,スケバン刑事 風間三姉妹の逆襲,0.0
2015-09-02,Le tout nouveau testament,6.4
2015-05-25,Ti mene nosiš,5.0
2015-09-24,Cut Snake,6.4
1984-05-20,The First Olympics: Athens 1896,9.0
1974-01-01,Çirkin dünya,0.0
1973-11-23,"Dio, sei proprio un padreterno!",0.0
2014-08-30,闯入者,6.6
1971-01-25,City Beneath the Sea,5.0
2004-04-21,Kebab Connection,6.6
2008-12-25,Buddenbrooks,6.1
2005-10-26,Keine Lieder über Liebe,8.0
2009-03-11,Hilde,6.2
2015-07-16,捉妖记,5.7
2015-07-25,迷城,5.6
1972-01-01,The Rolling Stones: Cocksucker Blues,6.0
2015-11-06,Spotlight,7.8
2015-11-08,Viva,7.4
2015-06-11,Saul fia,7.1
1975-07-09,Diane,0.0
1975-02-27,Funny Farm,0.0
2012-04-22,Burden of Evil,3.0
2016-01-15,Intruders,5.7
2015-09-30,Enragés,5.6
2015-09-16,Pawn Sacrifice,6.7
2015-09-12,Hardcore Henry,6.2
2007-07-28,Mega Snake,3.8
2013-01-12,劇場版 HUNTER×HUNTER　緋色の幻影,6.7
2014-08-13,"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",5.5
2011-02-26,Il castello,6.3
2013-12-27,劇場版 HUNTER×HUNTER -The LAST MISSION-,5.8
1954-09-30,08/15,5.9
1915-10-31,Carmen,6.3
2014-01-23,Hannas Reise,5.5
2010-11-12,Bon appétit,5.3
2009-02-26,"Mord ist mein Geschäft, Liebling",6.8
2014-05-08,Call Girl of Cthulhu,5.9
2014-09-29,Roger Waters: The Wall,7.7
2015-10-02,Burnt,6.3
2015-09-03,Queen of the Desert,6.1
2015-08-28,Visions,5.2
2014-11-19,Un illustre inconnu,6.5
2015-09-09,Heneral Luna,8.0
1973-01-05,Vem älskar Yngve Frej?,8.0
2015-04-25,龍三と七人の子分たち,6.8
1995-06-28,Dou Sing 2 - Gai Tau Dou Sing,3.5
2005-01-01,Der Clown - Tag der Vergeltung,4.7
1995-03-29,Marie de Nazareth,0.0
2002-11-27,Ah ! Si j'étais riche,5.5
2006-09-06,Fair Play,5.4
2014-11-08,La cérémonie,7.0
2005-07-16,運命じゃない人,6.9
2015-05-09,百日紅～Miss HOKUSAI～,6.5
2015-09-18,Being Canadian,5.3
2006-09-22,Dor,6.8
2005-01-13,Life Is Ruff,4.5
2006-03-24,Cow Belles,4.9
1999-08-29,Genius,4.6
2014-09-04,Teen Lust,4.4
1994-07-27,Scanner Cop,5.5
2015-02-27,The Timber,4.1
2013-11-29,Sriracha,7.1
1990-12-27,The Willies,4.2
2009-06-17,Evil Things,4.1
2014-10-25,Last Shift,5.7
2009-01-17,The Immortal Voyage of Captain Drake,4.4
2015-09-10,Fack ju Göhte 2,6.6
2015-09-16,Pay the Ghost,5.1
2009-08-06,A Million,7.5
1933-11-07,A Canção de Lisboa,8.0
2012-10-19,Un mundo cuadrado,6.0
2015-02-27,Catch Me Daddy,6.0
2014-09-29,さいはてにて ～やさしい香りと待ちながら～,5.2
2015-05-01,ビリギャル,7.4
1950-01-06,"Davy Crockett, Indian Scout",1.0
2012-08-25,Infinite,0.0
1997-11-01,The Brave Little Toaster to the Rescue,6.8
2012-07-05,Macropolis,0.0
2013-04-03,Oh Willy...,6.4
2006-03-30,카리스마 탈출기,5.7
1986-01-09,Bittere Ernte,8.0
1999-09-08,Hubad sa Ilalim ng Buwan,8.3
1929-06-20,Thunderbolt,4.5
1942-01-16,A Date with the Falcon,7.0
2008-09-20,Acolytes,5.5
2010-02-27,Ushiro kara mae kara,4.5
1997-01-01,Babes in Toyland,4.8
2001-07-06,Black River,5.6
2011-01-21,Varg Veum - Svarte får,6.1
2015-06-21,Beira-Mar,6.9
2013-04-04,Lootera,6.6
2011-07-22,Fire in Babylon,5.2
1931-11-21,Consolation Marriage,5.0
2010-05-10,Dear Mr. Gacy,6.5
1976-09-14,Death Machines,5.6
2015-05-22,Drunk Wedding,3.8
2011-02-28,Evidence,5.1
2015-02-26,Ghoul,5.1
2012-04-13,Ghoul,4.7
2005-01-01,Headspace,4.9
1963-06-12,Island of Love,7.5
1998-04-18,Legion,3.0
2011-10-25,Let Go,6.2
2008-10-19,Resurrection County,5.3
1969-03-25,Riten,6.9
2011-12-06,Remains,5.1
1953-01-01,Stolen Identity,3.4
1993-02-03,Tango,4.4
2012-05-16,Devil Seed,4.6
1979-04-27,The Dark,5.2
2006-10-06,La hora fría,5.9
1944-12-21,The Fighting Lady,5.3
2006-03-11,The Lost,6.1
1921-01-08,The Love Light,0.0
1966-08-27,Arizona Colt,7.0
1932-10-14,The Phantom of Crestwood,5.0
2015-09-16,The Program,6.1
1925-11-15,The Red Kimona,0.0
2011-04-29,The Selling,5.8
1960-08-24,Saffo - Venere di Lesbo,5.0
1938-12-28,Trade Winds,0.0
1997-05-18,True Women,5.2
1935-03-01,Vanessa: Her Love Story,0.0
1993-09-10,Witchboard 2: The Devil's Doorway,5.1
2004-01-01,어린 신부,6.1
1932-04-07,Young Bride,0.0
2011-06-23,Magi I Luften,4.0
2013-09-20,White Rabbit,6.3
2015-06-18,경성학교: 사라진 소녀들,5.7
2015-08-13,성실한 나라의 앨리스,6.2
2015-06-18,극비수사,6.8
2015-04-30,赤道,5.0
2015-06-26,Hollywood Adventures,4.6
2007-10-27,Hush Little Baby,1.0
1998-08-21,Carnival of Souls,3.4
2015-09-11,Full Out,7.1
1997-02-28,The Boys Club,5.5
2005-01-01,Apaharan,5.5
2014-05-30,ബാംഗ്ലൂർ ഡെയ്സ്,7.4
2014-02-07,ഓം ശാന്തി ഓശാന,6.9
1993-11-12,Baazigar,6.8
1980-01-30,Sparsh,0.0
2000-04-14,அலைபாயுதே,6.7
2011-12-02,The Dirty Picture,5.8
2005-11-03,गरम मसाला,5.4
2006-06-09,Chup Chup Ke,5.3
1998-07-10,Dulhe Raja,6.2
1997-01-01,Mr. & Mrs. Khiladi,4.7
2008-11-14,Vaaranam Aayiram,7.5
2010-06-04,వేదం,6.1
2013-03-02,リトルウィッチアカデミア,7.1
2010-01-01,A Small Act,0.0
2010-10-17,Cat Shit One,6.2
2013-12-25,Nyuszi és öz,7.1
1896-01-01,Cortège arabe,5.0
2012-09-01,Krot na more,0.0
2014-01-31,Paul Taylor Creative Domain,0.0
2014-09-07,1001 gram,5.7
2013-12-08,فتاة المصنع,6.5
2015-09-02,รักที่ขอนแก่น,4.4
2015-01-27,Crumbs,6.4
2015-09-16,Much Loved,6.0
2015-08-24,Tiger House,5.5
1941-09-19,O Pai Tirano,7.7
1942-01-23,O Pátio das Cantigas,8.2
1954-09-19,O Costa d'África,8.0
2014-06-18,Звезда,5.9
2014-09-07,The Quiet Hour,4.5
2015-06-03,Everything Before Us,4.9
2015-04-09,Idealisten,7.6
1975-10-28,"You're a Good Sport, Charlie Brown",6.8
2014-09-30,I Am Here,4.9
1973-03-14,Die Legende von Paul und Paula,6.8
2006-01-06,Desolation Canyon,6.0
1934-02-01,Nana,0.0
1969-01-25,"Une corde, un Colt...",6.5
2014-11-19,L'Oranais,8.2
2015-06-10,Un Français,5.9
2011-11-30,Ricochet,3.7
2015-04-17,Arthur & Merlin,5.4
2004-10-16,Breaking Dawn,5.0
2015-08-05,La Dame dans l'auto avec des lunettes et un fusil,4.6
2014-09-06,The 10 Year Plan,6.1
2015-08-07,Ollaan vapaita,6.7
2001-10-17,Das Sams,5.4
2015-09-11,Häiriötekijä,6.1
1979-07-05,Schneeweißchen und Rosenrot,7.4
2015-09-21,Essex Boys: Law of Survival,5.4
1984-07-14,Blastfighter,3.9
2015-07-20,A Christmas Horror Story,5.5
1957-12-18,Sissi - Schicksalsjahre einer Kaiserin,7.1
1955-12-22,Sissi,7.3
1995-11-01,Evil Ed,5.6
2015-07-03,RangiTaranga,6.3
1993-01-01,Robot Wars,4.2
1996-01-01,Robo Warriors,6.7
1978-03-01,Laserblast,2.5
1986-05-14,Spookies,4.1
1982-11-01,Nightbeast,3.3
2002-03-28,Vaya con Dios,6.5
2015-04-13,The Thread,6.4
2011-11-06,Certain Prey,4.3
1997-01-01,爱情麻辣烫,7.0
2015-03-05,Das ewige Leben,7.1
2015-08-14,7 Chinese Brothers,5.2
1955-05-25,美わしき歳月,0.0
1937-08-30,Zu neuen Ufern,6.5
2015-03-20,Fúsi,7.0
2015-05-08,Från djupet av mitt hjärta,0.0
2015-10-21,La Glace et le ciel,6.5
2015-10-08,Navy Seals vs. Zombies,3.5
2015-04-19,Rosenwald,0.0
2015-08-20,青田街一號,5.0
2015-10-15,Schellen-Ursli,7.5
1972-07-05,Delirio caldo,5.4
2011-03-20,Bringing Ashley Home,6.7
1920-03-05,Stavitel chrámu,5.0
2014-04-30,Sleepless In New York,6.0
2015-09-02,Mediterranea,6.5
2015-05-28,El Club,6.6
2015-04-03,Alias María,5.0
2015-09-21,Hotel Transylvania 2,6.7
2015-09-15,Hidden,6.5
2015-01-01,Anti-Social,5.2
2014-09-25,The Goob,7.1
2014-09-25,The Beat Beneath My Feet,7.0
2015-01-06,A Horse for Summer,8.0
2009-10-22,Till det som är vackert,6.5
2014-09-05,I nostri ragazzi,6.3
1962-03-07,Les Sept péchés capitaux,6.0
2011-06-24,From the Head,6.0
2009-03-29,Solitary,5.8
2006-08-11,Supervoksen,5.3
1998-02-20,"Life, Love & Celluloid",5.0
2014-01-01,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,8.7
2014-10-30,Tim Maia,6.3
2005-01-14,Now You See It...,5.6
2004-07-16,Stuck in the Suburbs,5.2
2007-04-27,Jump In!,5.4
2001-03-27,Winning London,5.8
2008-01-25,Minutemen,5.1
2004-05-07,30 Days Until I'm Famous,5.8
2000-02-21,2gether,4.5
2007-07-09,Too Young to Marry,3.6
2013-09-06,Mahi va gorbeh,7.0
2012-08-17,Kad svane dan,5.0
2012-09-27,Dark Blood,6.8
2012-06-06,Not Waving But Drowning,7.3
2015-09-17,Oddball,6.0
2001-06-08,Jett Jackson: The Movie,4.2
2006-11-22,Snapphanar,6.0
2011-11-08,RUSH: Time Machine,8.0
2008-03-07,No mires para abajo,5.6
1975-12-01,Sheila Levine is Dead and Living in New York,0.0
1995-10-08,Orson Welles: The One-Man Band,6.0
1992-08-06,Dream Deceivers: The Story Behind James Vance vs. Judas Priest,10.0
2015-06-24,Daft Punk Unchained,7.1
2013-05-15,Chilling Visions: 5 Senses of Fear,4.9
2004-03-26,Lad de små børn...,6.2
2012-03-15,Airborne,3.5
2013-07-02,An American Girl: Saige Paints the Sky,6.3
2013-08-23,The Gauntlet,5.0
1963-11-22,La corruzione,7.0
2011-10-15,Crawl,5.5
1974-07-01,Pierwsza milosc,7.5
2000-04-01,はつ恋,6.5
2006-06-10,初恋,6.3
1991-03-03,ഗോഡ്ഫാദർ,6.9
2006-10-20,Varalaru,6.1
1976-10-01,Mansion of the Doomed,6.8
1996-12-08,Mrs. Santa Claus,0.0
1934-06-29,Murder in the Private Car,4.0
1987-05-21,Poker Alice,6.0
2008-01-01,Necessary Evil,3.3
1943-02-25,Something to Shout About,0.0
1963-03-26,Sparrows Can't Sing,5.9
1971-12-01,There's Always Vanilla,4.2
1967-05-13,情炎,7.0
2014-10-03,Sunrise,7.3
1981-07-29,Silsila,4.8
2014-10-29,Vie Sauvage,6.7
1933-06-01,The Silk Express,5.0
1996-04-07,"To Sir, with Love II",5.8
2011-10-02,Victim,4.0
1977-06-02,The Child,4.4
1974-05-17,Black Eye,7.0
1972-06-01,Coup pour Coup,7.0
1970-11-08,The Horror of Frankenstein,5.6
1974-08-17,Contes immoraux,5.4
1989-01-01,Ehad Mishelanu,5.0
2002-06-01,Inside,7.0
2010-10-04,I Didn't Come Here to Die,4.7
2009-11-06,Jack and the Beanstalk,5.8
2015-10-06,Tremors 5: Bloodlines,5.2
2002-01-18,Double Teamed,5.6
1999-11-20,Horse Sense,4.1
2015-10-02,Freeheld,7.1
2015-11-12,By the Sea,5.4
2012-08-08,À cœur ouvert,6.2
2015-07-29,The Little Prince,7.6
2014-01-10,If You Build It,7.1
2014-10-23,Dark Star: HR Gigers Welt,6.9
2003-09-20,Pasaporte rojo,0.0
2014-04-26,Food Chains,7.4
2015-09-25,Narcopolis,4.8
2015-04-19,Ashby,6.2
2015-09-11,4Got10,4.3
1973-10-10,Lucky Luciano,5.2
2015-08-26,Dheepan,6.8
2014-11-24,The Forecaster,7.3
2015-11-09,Ronaldo,6.4
2011-11-25,Svend,4.5
1982-08-26,Ingenjör Andrées luftfärd,6.5
1988-02-08,Sagolandet,6.0
1967-01-10,Un dollaro tra i denti,5.0
1967-08-17,"Un uomo, un cavallo, una pistola",0.0
1984-10-01,Marlene,7.3
1973-09-05,Der Fußgänger,7.0
1979-05-08,Geschichten aus dem Wienerwald,6.7
1977-04-27,Between the Lines,6.0
2015-02-19,"Liza, a rókatündér",7.4
2014-12-05,Get Santa,6.7
2015-01-22,Il nome del figlio,6.4
2014-10-16,The Cut,6.6
1950-11-01,The Jackpot,5.5
1950-12-27,Gambling House,5.7
1949-04-07,City Across the River,5.0
1956-08-20,Nightmare,6.0
2005-09-13,The Work of Director Jonathan Glazer,8.7
1981-03-25,"Deprisa, deprisa",5.7
2015-04-06,Beyond the Mask,5.7
2017-05-30,Wonder Woman,7.2
,Independence Day 3,3.9
2017-12-31,Sly Cooper,0.0
2018-03-01,Iron Sky: The Coming Race,0.0
2016-11-17,Salt and Fire,5.8
2017-04-27,The Circle,5.4
2016-12-22,Silence,7.0
2015-08-13,El Clan,6.4
2009-08-14,Bikini Girls on Ice,3.9
2014-04-24,Glen Campbell: I'll Be Me,7.1
2006-10-11,ผีคนเป็น,6.5
1968-05-09,Zhui hun biao,6.3
2010-01-14,Nanga Parbat,6.6
2015-10-15,Bridge of Spies,7.2
2017-12-21,Pitch Perfect 3,0.0
2010-10-03,Les Misérables in Concert - The 25th Anniversary,8.0
2013-03-01,The Lost Medallion: The Adventures of Billy Stone,5.6
2001-04-24,If I Die Before I Wake,7.5
2015-09-03,A Tale of Love and Darkness,3.9
2011-09-27,Sangue do Meu Sangue,6.8
1923-09-06,Le Retour à la raison,6.3
2015-10-09,Hyena Road,6.1
2015-10-02,Guibord s'en va-t-en guerre,6.3
2003-10-09,"Gone, But Not Forgotten",3.2
2005-01-07,Loukoumades me meli,6.5
2005-01-01,Amnesia: The James Brighton Enigma,4.6
2005-10-04,Τσίου,4.0
2007-12-11,2,0.0
2015-04-28,Radical Grace,0.0
2002-07-04,A Ring of Endless Light,5.8
1995-01-01,Attack of the 60 Foot Centerfold,3.9
2013-06-22,Jodi Arias: Dirty Little Secret,4.0
2004-11-24,Moscow Heat,1.3
2011-05-14,The Italian Key,10.0
2014-05-23,మనం,7.8
2003-01-08,Mein Vater,8.0
2015-02-05,"Mune, le gardien de la lune",7.1
2008-03-04,Directed by Sidney Lumet: How the Devil Was Made,0.0
2015-11-26,A Bigger Splash,6.0
1960-08-09,Taiyô no hakaba,6.6
1960-07-05,ろくでなし,6.7
2001-11-22,Morlang,6.0
1984-11-09,El pico 2,6.3
1960-08-30,乾いた湖,7.0
2015-04-30,Argo 2,9.3
2014-04-29,催眠大师,6.3
1998-01-01,I Just Want to Kiss You,5.5
2014-10-09,Iris,7.5
2014-04-06,Where Hope Grows,6.8
2007-03-09,Suffering Man's Charity,6.3
2012-10-14,Sfurim,0.0
2015-07-31,6 Ways to Die,4.2
2015-02-27,Into the Grizzly Maze,5.1
2014-07-03,Oorlogsgeheimen,6.6
2015-12-23,Where to Invade Next,7.3
1999-12-13,"Air: Eating, Sleeping, Waiting and Playing",6.3
2005-11-04,Pitbullterje,6.5
1932-04-11,Runt Page,5.3
1932-10-30,The Pie-Covered Wagon,0.0
2011-06-10,Cell 213,5.1
2004-10-24,The Dead Will Tell,4.5
2005-10-09,The Hunt for the BTK Killer,4.7
2015-07-31,Karachi se Lahore,8.0
2004-08-18,Tout le plaisir est pour moi,0.0
2015-09-12,Human,8.6
2015-02-11,Eisenstein in Guanajuato,6.4
2015-03-29,Sangailės vasara,6.1
2015-10-15,El botón de nácar,6.6
1978-03-07,Pennies from Heaven,8.2
2015-05-14,Sleeping Giant,6.3
2015-02-13,天の茶助,8.0
2013-09-28,Lulu femme nue,6.8
2015-09-17,Roukli,0.0
2015-12-23,山河故人,7.1
2012-04-05,"Tent City, U.S.A",6.5
2012-04-15,Titanic at 100: Mystery Solved,8.0
2008-01-01,Sleeping on Dark Waters,5.0
1972-03-01,Rainbow Bridge,2.2
1980-12-02,A Tale of Two Cities,4.6
2011-09-27,The Phantom of the Opera at the Royal Albert Hall,8.3
2007-01-01,The Indian,0.0
1978-10-17,Nina,0.0
2015-05-21,The Hoarder,4.4
2015-07-02,American Beach House,4.3
2015-06-12,L.A. Slasher,3.7
2015-09-29,Swat: Unit 887,3.6
2015-02-03,Zombie Killers: Elephant's Graveyard,2.5
2013-10-18,A Prayer for Rain,5.9
1986-09-26,Private Practices: The Story of a Sex Surrogate,6.0
2011-12-02,Fuga de cerebros 2,5.4
2005-07-10,Say Uncle,5.0
2006-11-10,Coffee Date,4.6
2012-11-06,Nous York,4.6
2012-03-02,Nobels testamente,5.6
2009-04-24,Carny,4.3
1974-09-10,Born Innocent,5.6
2015-04-29,차이나타운,6.4
1950-10-02,I'll Get By,6.5
1963-12-04,La Noia,7.0
2002-04-17,Assassini dei giorni di festa,0.0
1975-02-05,Perché si uccide un magistrato,0.0
1988-11-30,Lenin: The Train,6.0
2000-07-21,Alex L'ariete,2.3
1969-02-07,Una ragazza piuttosto complicata,0.0
1968-02-17,Il giorno della civetta,6.9
1970-03-12,La moglie più bella,8.5
1966-09-16,La strega in amore,5.2
2013-12-11,Je fais le mort,5.0
2014-04-12,Road to Paloma,5.8
2002-09-07,The True Meaning of Pictures: Shelby Lee Adams' Appalachia,0.0
1919-01-01,South,6.7
1979-08-12,Porridge,6.3
1963-11-01,Carry On Jack,6.1
2015-09-13,An Inspector Calls,7.6
2001-06-28,La libertad,6.5
1997-01-23,"Rossini, oder die mörderische Frage, wer mit wem schlief",7.1
2013-01-27,Kokowääh 2,5.9
2014-04-27,Simshar,0.0
2015-08-05,The Invitation,6.4
1997-04-03,Total Reality,4.3
2010-05-01,Rage,4.7
1958-07-07,Mädchen in Uniform,5.5
2012-05-09,The Adventures of Mickey Matson and the Copperhead Conspiracy,4.8
2012-05-17,돈의 맛,6.0
1916-11-02,The Ocean Waif,1.0
1917-10-14,'49-'17,0.0
1988-03-06,Laura Lansing Slept Here,5.0
1970-01-01,Mark of the Witch,5.3
1973-01-01,Schoolgirls in Chains,5.0
1975-01-01,Criminally Insane,5.9
1987-01-01,Criminally Insane 2,2.3
1976-05-18,The Student Body,6.0
2012-01-12,The Falls,6.1
1981-09-05,Winnie the Pooh Discovers the Seasons,6.0
2014-04-25,Buttwhistle,4.0
2004-01-01,Under the Radar,5.5
2015-10-22,Eden,5.5
2008-06-28,The Secret Lives of Second Wives,2.0
2005-09-01,Cruel World,4.8
2009-06-17,The Take,7.7
2015-10-01,By Our Selves,6.0
2015-04-16,Mia madre,6.3
2001-08-10,The Parole Officer,5.8
2004-01-29,Meet Market,0.0
2000-06-09,A propósito de Buñuel,6.5
1958-03-29,Giovani mariti,2.5
1959-01-01,Arrangiatevi!,7.0
1975-01-01,Per le antiche scale,6.0
1976-10-21,L'eredità Ferramonti,5.2
1970-06-02,Metello,4.5
1959-11-12,La notte brava,0.0
1960-03-04,Il bell'Antonio,6.4
1961-06-13,La viaccia,6.7
1966-05-30,Madamigella di Maupin,6.0
1973-03-08,Mordi e fuggi,0.0
1977-01-01,La stanza del vescovo,7.0
1979-01-01,Caro papà,4.7
1984-08-22,Le bon roi Dagobert,3.7
1985-08-14,Scemo di guerra,5.3
1987-01-01,Il commissario Lo Gatto,6.3
1969-11-28,Il Giovane Normale,0.0
1970-12-22,La moglie del prete,6.0
1971-12-15,In nome del popolo italiano,7.3
1967-09-20,Il Tigre,7.6
1955-12-22,"Pane, amore e...",6.8
1957-12-30,Poveri ma belli,7.3
1960-01-01,Il mattatore,7.3
1960-11-24,Un amore a Roma,0.0
1962-01-01,La Marcia Su Roma,7.1
1963-05-30,Il successo,7.0
1963-10-26,I mostri,7.4
1928-01-25,Alraune,7.8
1971-09-09,Scipione detto anche l'africano,6.0
1968-10-10,Faustina,0.0
2000-07-15,Two Heads Are Better Than None,7.5
2015-04-23,I bambini sanno,6.6
1985-11-01,The Good Father,4.0
2016-02-05,"Hail, Caesar!",5.7
1997-08-26,2103: The Deadly Wake,4.5
2004-04-18,Spartacus,6.2
2008-02-08,Miss Conception,4.2
2010-07-20,Beauty & the Briefcase,5.2
2010-05-05,"L'Amour, c'est mieux à deux",5.3
2009-06-05,Cayman Went,4.5
2006-01-01,悪夢探偵,6.2
2001-06-15,Treading Water,5.3
2011-06-06,The Victim,4.4
2010-11-06,Hunt to Kill,4.9
2015-08-21,Operator,5.2
2014-09-19,Noble,7.0
2014-03-08,Break Point,5.7
2015-08-25,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,6.2
2015-04-11,Salad Days,7.2
2015-03-15,Mavis!,8.0
2015-09-09,How To Change The World,6.9
2013-05-09,Seinto Onii-san,7.5
1973-02-08,Bonnie's Kids,6.3
2012-10-26,Animals,6.4
2007-04-05,Pusinky,6.0
1963-12-31,Kiss,6.2
2013-09-12,iNumber Number,4.6
1993-01-09,Dead Before Dawn,4.3
2000-01-09,Death of a Salesman,0.0
1966-08-01,"Namu, the Killer Whale",3.8
1957-10-01,Affair in Havana,5.5
1973-10-10,Don't Be Afraid of the Dark,6.5
2009-09-24,Don't Look Up,3.3
1996-01-01,女優霊,7.3
1933-04-29,"Elmer, The Great",5.0
2015-10-08,Er ist wieder da,6.8
2013-11-22,Home,7.0
2011-11-03,Dom,5.0
1974-07-13,Home for the Holidays,5.7
1993-01-01,Just Another Girl on the I.R.T.,7.0
2008-10-26,Little Dorrit,7.5
1965-07-09,McHale's Navy Joins the Air Force,5.5
2006-10-26,Gone,5.3
1992-03-22,Sleepaway Camp IV: The Survivor,1.9
1937-02-25,Storm in a Teacup,8.1
2002-01-01,Meet Prince Charming,5.0
2008-06-01,The Boy Next Door,5.3
1998-01-01,The Decline of Western Civilization Part III,6.6
1919-10-11,The Grim Game,0.0
2003-07-15,The Hitcher II: I've Been Waiting,4.3
1980-09-27,The Life and Times of Rosie the Riveter,5.0
2012-02-14,The Marriage Chronicles,0.0
1999-05-26,الآخر,5.5
2007-05-10,El Otro,5.0
1984-01-09,Something About Amelia,6.5
2015-11-03,Secrets of a Psychopath,4.5
2015-04-29,"Connasse, Princesse des cœurs",5.9
2015-04-16,Территория,5.8
2015-04-15,Live from New York!,5.4
2015-10-09,Junun,7.9
2015-08-07,Call Me Lucky,7.2
2014-02-21,Blood Punch,6.7
2015-10-06,Eaters,2.8
2015-08-01,June,3.7
2015-06-12,The Stranger,4.6
2000-04-25,Code Rush,5.8
1972-05-22,Torino nera,4.8
1983-09-09,La casa del tappeto giallo,5.0
1969-05-29,Amore e rabbia,5.3
1968-03-29,Banditi a Milano,6.0
1967-03-10,Requiescant,6.7
1964-04-22,La vita agra,5.0
2007-10-07,Hotel Meina,6.0
1954-09-15,Cronache di poveri amanti,5.2
1951-01-01,Achtung! Banditi!,5.4
2015-09-14,The Hive,5.3
1975-08-01,Framed,6.5
2014-09-28,Billy Elliot: The Musical,7.7
2008-04-17,Ready? OK!,0.0
1958-10-28,Kono ten no niji,0.0
1957-10-01,㐂びも悲しみも幾歳月,0.0
2014-10-18,Honeyspider,0.0
2012-06-01,TimeScapes,7.4
2015-09-16,Peace Officer,7.6
2015-03-25,"À trois, on y va",5.9
2014-01-19,Difret,5.4
2015-01-01,Deep Dark,5.0
